"","word","freq","logfreq","mlu","wordcount","args"
"2482","corrono",4.76109505186193e-05,-9.95244777027284,6.78571428571429,7,"Italian"
"2483","corsa",4.42101683387179e-05,-10.0265557424266,7,5,"Italian"
"2484","corsc",6.80156435980275e-06,-11.8983579193282,5,5,"Italian"
"2485","corse",1.70039108995069e-05,-10.982067187454,5.4,5,"Italian"
"2486","corsetta",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"2487","Corsica",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2488","Corso",6.80156435980275e-06,-11.8983579193282,8.5,5,"Italian"
"2489","corta",1.02023465397041e-05,-11.49289281122,16,5,"Italian"
"2490","corteccia",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"2491","cortello",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"2492","cortellone",3.40078217990138e-06,-12.5915050998881,10,10,"Italian"
"2493","cortesia",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"2494","corti",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"2495","cortile",2.38054752593096e-05,-10.6455949508328,10.2857142857143,7,"Italian"
"2496","corto",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"2497","corvo",1.36031287196055e-05,-11.2052107387682,6.25,5,"Italian"
"2498","cos",3.40078217990138e-06,-12.5915050998881,12,3,"Italian"
"2499","cos'",0.00528821628974664,-5.24227427527477,4.39742765273312,4,"Italian"
"2500","cos'altro",6.80156435980275e-06,-11.8983579193282,3,9,"Italian"
"2501","cos'é",6.80156435980275e-06,-11.8983579193282,2,5,"Italian"
"2502","cos'è",0.000795783030096922,-7.1361839845304,3.83760683760684,5,"Italian"
"2503","cos'era",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"2504","cos'ha",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"2505","cos'hai",3.40078217990138e-06,-12.5915050998881,2,7,"Italian"
"2506","cosa",0.0190103723856487,-3.96277053373896,5.58175313059034,4,"Italian"
"2507","Cosa",6.80156435980275e-06,-11.8983579193282,4,4,"Italian"
"2508","cosà",0.00105084169358953,-6.85816382299036,8.75404530744337,4,"Italian"
"2509","cosa è",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"2510","cosac'è",1.36031287196055e-05,-11.2052107387682,4.75,7,"Italian"
"2511","cosài",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"2512","cosato",3.40078217990138e-06,-12.5915050998881,21,6,"Italian"
"2513","coscettina",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"2514","coscine",1.02023465397041e-05,-11.49289281122,15,7,"Italian"
"2515","cosciota",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"2516","cosciote",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"2517","cose",0.000462506376466587,-7.67885021415205,10.375,4,"Italian"
"2518","cosetta",6.80156435980275e-06,-11.8983579193282,7.5,7,"Italian"
"2519","cosette",1.70039108995069e-05,-10.982067187454,13,7,"Italian"
"2520","cosetti",6.80156435980275e-06,-11.8983579193282,7.5,7,"Italian"
"2521","cosetto",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"2522","cosi",0.000132630505016154,-8.92794345375846,10.6666666666667,4,"Italian"
"2523","così",0.0022139091991158,-6.11299545767953,7.0752688172043,4,"Italian"
"2524","cosina",2.04046930794083e-05,-10.79974563066,8,6,"Italian"
"2525","cosine",7.14164257779289e-05,-9.54698266216468,9.19047619047619,6,"Italian"
"2526","cosini",3.40078217990138e-06,-12.5915050998881,9,6,"Italian"
"2527","cosino",2.38054752593096e-05,-10.6455949508328,6,6,"Italian"
"2528","coso",2.04046930794083e-05,-10.79974563066,12.3333333333333,4,"Italian"
"2529","costa",3.40078217990138e-06,-12.5915050998881,10,5,"Italian"
"2530","costava",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2531","costì",1.36031287196055e-05,-11.2052107387682,4.75,5,"Italian"
"2532","costretta",3.40078217990138e-06,-12.5915050998881,15,9,"Italian"
"2533","costrizione",3.40078217990138e-06,-12.5915050998881,4,11,"Italian"
"2534","costruendo",1.36031287196055e-05,-11.2052107387682,10.25,10,"Italian"
"2535","costruì",3.40078217990138e-06,-12.5915050998881,18,7,"Italian"
"2536","costruiamo",3.74086039789152e-05,-10.1936098270897,7.90909090909091,10,"Italian"
"2537","costruire",4.42101683387179e-05,-10.0265557424266,10.9230769230769,9,"Italian"
"2538","costruirsi",6.80156435980275e-06,-11.8983579193282,19,10,"Italian"
"2539","costruisce",1.36031287196055e-05,-11.2052107387682,18.5,10,"Italian"
"2540","costruisci",1.70039108995069e-05,-10.982067187454,4.6,10,"Italian"
"2541","costruiscigli",3.40078217990138e-06,-12.5915050998881,7,13,"Italian"
"2542","costruite",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"2543","costruito",1.70039108995069e-05,-10.982067187454,9,9,"Italian"
"2544","costruzione",1.02023465397041e-05,-11.49289281122,6,11,"Italian"
"2545","costruzioni",5.78132970583234e-05,-9.75829175583189,6.70588235294118,11,"Italian"
"2546","costume",2.04046930794083e-05,-10.79974563066,8.33333333333333,7,"Italian"
"2547","costumi",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2548","costumino",1.36031287196055e-05,-11.2052107387682,5.5,9,"Italian"
"2549","cotta",3.06070396191124e-05,-10.3942805225519,9,5,"Italian"
"2550","cotte",1.36031287196055e-05,-11.2052107387682,6.75,5,"Italian"
"2551","cotti",3.40078217990138e-06,-12.5915050998881,12,5,"Italian"
"2552","cotto",2.04046930794083e-05,-10.79974563066,4.16666666666667,5,"Italian"
"2553","Courmayeur",6.80156435980275e-06,-11.8983579193282,13.5,10,"Italian"
"2554","covone",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"2555","cra",1.70039108995069e-05,-10.982067187454,3.6,3,"Italian"
"2556","crac",2.7206257439211e-05,-10.5120635582083,7.875,4,"Italian"
"2557","crack",6.80156435980275e-06,-11.8983579193282,5,5,"Italian"
"2558","cracke",1.02023465397041e-05,-11.49289281122,4,6,"Italian"
"2559","cracker",2.04046930794083e-05,-10.79974563066,9,7,"Italian"
"2560","crackers",6.80156435980275e-06,-11.8983579193282,11,8,"Italian"
"2561","craè",3.40078217990138e-06,-12.5915050998881,7,4,"Italian"
"2562","crak",2.38054752593096e-05,-10.6455949508328,6,4,"Italian"
"2563","creativo",6.80156435980275e-06,-11.8983579193282,6,8,"Italian"
"2564","creck",2.04046930794083e-05,-10.79974563066,12.6666666666667,5,"Italian"
"2565","crede",6.80156435980275e-06,-11.8983579193282,7.5,5,"Italian"
"2566","credenza",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"2567","credere",1.02023465397041e-05,-11.49289281122,7.33333333333333,7,"Italian"
"2568","credevo",1.02023465397041e-05,-11.49289281122,3.66666666666667,7,"Italian"
"2569","credi",1.70039108995069e-05,-10.982067187454,4.6,5,"Italian"
"2570","credo",0.000159836762455365,-8.74135749817804,8.59574468085106,5,"Italian"
"2571","credono",3.40078217990138e-06,-12.5915050998881,19,7,"Italian"
"2572","crema",6.80156435980275e-06,-11.8983579193282,5.5,5,"Italian"
"2573","cremina",6.80156435980275e-06,-11.8983579193282,9.5,7,"Italian"
"2574","cresce",3.06070396191124e-05,-10.3942805225519,9.77777777777778,6,"Italian"
"2575","crescere",6.80156435980275e-06,-11.8983579193282,7,8,"Italian"
"2576","cresci",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"2577","cresciuto",6.80156435980275e-06,-11.8983579193282,9,9,"Italian"
"2578","cresta",1.02023465397041e-05,-11.49289281122,6.33333333333333,6,"Italian"
"2579","creti",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"2580","cretinino",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"2581","cretino",1.02023465397041e-05,-11.49289281122,4.33333333333333,7,"Italian"
"2582","criccrac",6.80156435980275e-06,-11.8983579193282,2,8,"Italian"
"2583","criceto",2.7206257439211e-05,-10.5120635582083,5.25,7,"Italian"
"2584","cricricri",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"2585","crima",3.40078217990138e-06,-12.5915050998881,5,5,"Italian"
"2586","criniera",1.02023465397041e-05,-11.49289281122,6.33333333333333,8,"Italian"
"2587","cristallo",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"2588","Cristian",1.36031287196055e-05,-11.2052107387682,27,8,"Italian"
"2589","Cristiana",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"2590","Cristina",6.80156435980275e-06,-11.8983579193282,31.5,8,"Italian"
"2591","cro",3.40078217990138e-06,-12.5915050998881,2,3,"Italian"
"2592","croce",3.74086039789152e-05,-10.1936098270897,6.45454545454545,5,"Italian"
"2593","crolla",1.36031287196055e-05,-11.2052107387682,2,6,"Italian"
"2594","crollano",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"2595","crollato",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"2596","crostata",6.80156435980275e-06,-11.8983579193282,4.5,8,"Italian"
"2597","crostate",1.36031287196055e-05,-11.2052107387682,7.75,8,"Italian"
"2598","crostatina",1.36031287196055e-05,-11.2052107387682,4.5,10,"Italian"
"2599","croste",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"2600","crrr",3.40078217990138e-06,-12.5915050998881,1,4,"Italian"
"2601","cruda",3.40078217990138e-06,-12.5915050998881,3,5,"Italian"
"2602","Crudelia",0.000156435980275463,-8.76286370339901,9.76086956521739,8,"Italian"
"2603","crudi",6.80156435980275e-06,-11.8983579193282,9.5,5,"Italian"
"2604","cruente",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"2605","cruenti",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"2606","cruento",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2607","ctz",3.06070396191124e-05,-10.3942805225519,5.33333333333333,3,"Italian"
"2608","cu",1.02023465397041e-05,-11.49289281122,6.33333333333333,2,"Italian"
"2609","cù",6.80156435980275e-06,-11.8983579193282,2,2,"Italian"
"2610","cubetti",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2611","cubetto",6.80156435980275e-06,-11.8983579193282,2.5,7,"Italian"
"2612","cubi",4.08093861588165e-05,-10.1065984501001,5.08333333333333,4,"Italian"
"2613","cubo",4.42101683387179e-05,-10.0265557424266,6.15384615384615,4,"Italian"
"2614","cuccchiaino",3.40078217990138e-06,-12.5915050998881,5,11,"Italian"
"2615","cucchero",6.80156435980275e-06,-11.8983579193282,1,8,"Italian"
"2616","cucchia",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2617","cucchiai",1.70039108995069e-05,-10.982067187454,5.8,8,"Italian"
"2618","cucchiaini",2.38054752593096e-05,-10.6455949508328,6.71428571428571,10,"Italian"
"2619","cucchiaino",0.000241455534772998,-8.32882522284679,6.8169014084507,10,"Italian"
"2620","cucchiaio",0.000146233633735759,-8.83030498419454,5.18604651162791,9,"Italian"
"2621","cucchiaione",6.80156435980275e-06,-11.8983579193282,7,11,"Italian"
"2622","cuccia",4.08093861588165e-05,-10.1065984501001,8.58333333333333,6,"Italian"
"2623","cuccioletti",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"2624","cuccioletto",1.02023465397041e-05,-11.49289281122,4.33333333333333,11,"Italian"
"2625","cuccioli",0.000108825029756844,-9.12576919708838,14.5,8,"Italian"
"2626","cucciolini",6.80156435980275e-06,-11.8983579193282,10,10,"Italian"
"2627","cucciolo",2.38054752593096e-05,-10.6455949508328,9.42857142857143,8,"Italian"
"2628","Cucciolo",1.36031287196055e-05,-11.2052107387682,8,8,"Italian"
"2629","cucciolotti",1.70039108995069e-05,-10.982067187454,10.6,11,"Italian"
"2630","cuce",6.80156435980275e-06,-11.8983579193282,6.5,4,"Italian"
"2631","cucendo",1.70039108995069e-05,-10.982067187454,7.8,7,"Italian"
"2632","cuchiaino",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"2633","cuci",6.80156435980275e-06,-11.8983579193282,4,4,"Italian"
"2634","cucina",0.000176840673354872,-8.64026138130667,8.23076923076923,6,"Italian"
"2635","cucinando",1.36031287196055e-05,-11.2052107387682,3.75,9,"Italian"
"2636","cucinare",1.70039108995069e-05,-10.982067187454,6.4,8,"Italian"
"2637","cucinata",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"2638","cucinato",1.36031287196055e-05,-11.2052107387682,6.25,8,"Italian"
"2639","cucine",3.40078217990138e-06,-12.5915050998881,17,6,"Italian"
"2640","cucinetta",3.40078217990138e-06,-12.5915050998881,22,9,"Italian"
"2641","cucini",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"2642","cuciniamo",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"2643","cucu",3.40078217990138e-06,-12.5915050998881,8,4,"Italian"
"2644","cucù",2.38054752593096e-05,-10.6455949508328,3.14285714285714,4,"Italian"
"2645","cùcù",3.40078217990138e-06,-12.5915050998881,1,4,"Italian"
"2646","cucuc",1.70039108995069e-05,-10.982067187454,5.4,5,"Italian"
"2647","cucuda",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"2648","cuffia",3.40078217990138e-06,-12.5915050998881,14,6,"Italian"
"2649","cuffietta",6.80156435980275e-06,-11.8983579193282,8.5,9,"Italian"
"2650","cugina",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"2651","cuginetta",3.40078217990138e-06,-12.5915050998881,13,9,"Italian"
"2652","cuginetti",3.40078217990138e-06,-12.5915050998881,18,9,"Italian"
"2653","cuginetto",6.80156435980275e-06,-11.8983579193282,2,9,"Italian"
"2654","cugino",1.70039108995069e-05,-10.982067187454,5.2,6,"Italian"
"2655","cui",4.76109505186193e-05,-9.95244777027284,12.4285714285714,3,"Italian"
"2656","cul",3.40078217990138e-06,-12.5915050998881,5,3,"Italian"
"2657","culata",6.80156435980275e-06,-11.8983579193282,5,6,"Italian"
"2658","culetto",6.80156435980275e-06,-11.8983579193282,4,7,"Italian"
"2659","culinaria",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"2660","culla",2.38054752593096e-05,-10.6455949508328,7.71428571428571,5,"Italian"
"2661","cullalo",3.40078217990138e-06,-12.5915050998881,1,7,"Italian"
"2662","culo",2.04046930794083e-05,-10.79974563066,7.66666666666667,4,"Italian"
"2663","cultura",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"2664","cuoca",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"2665","cuoce",4.08093861588165e-05,-10.1065984501001,7.25,5,"Italian"
"2666","cuocere",2.38054752593096e-05,-10.6455949508328,7.57142857142857,7,"Italian"
"2667","cuoci",4.08093861588165e-05,-10.1065984501001,7.75,5,"Italian"
"2668","cuocia",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"2669","cuocio",3.40078217990138e-06,-12.5915050998881,5,6,"Italian"
"2670","cuociono",3.40078217990138e-06,-12.5915050998881,17,8,"Italian"
"2671","cuor",3.40078217990138e-06,-12.5915050998881,3,4,"Italian"
"2672","cuore",3.40078217990138e-06,-12.5915050998881,2,5,"Italian"
"2673","cuori",3.40078217990138e-06,-12.5915050998881,7,5,"Italian"
"2674","cuoricini",6.80156435980275e-06,-11.8983579193282,6.5,9,"Italian"
"2675","cuoricino",2.38054752593096e-05,-10.6455949508328,8.28571428571429,9,"Italian"
"2676","cura",1.36031287196055e-05,-11.2052107387682,8.5,4,"Italian"
"2677","curagliela",6.80156435980275e-06,-11.8983579193282,4.5,10,"Italian"
"2678","curando",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2679","curano",6.80156435980275e-06,-11.8983579193282,8,6,"Italian"
"2680","curare",3.40078217990138e-06,-12.5915050998881,5,6,"Italian"
"2681","curarsi",6.80156435980275e-06,-11.8983579193282,31,7,"Italian"
"2682","curato",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"2683","curiamo",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2684","curiosa",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"2685","curiosità",3.40078217990138e-06,-12.5915050998881,14,9,"Italian"
"2686","curioso",3.40078217990138e-06,-12.5915050998881,2,7,"Italian"
"2687","curva",1.02023465397041e-05,-11.49289281122,4.66666666666667,5,"Italian"
"2688","curve",3.40078217990138e-06,-12.5915050998881,18,5,"Italian"
"2689","cuscinetto",6.80156435980275e-06,-11.8983579193282,7,10,"Italian"
"2690","cuscini",3.40078217990138e-06,-12.5915050998881,13,7,"Italian"
"2691","cuscino",7.14164257779289e-05,-9.54698266216468,6.23809523809524,7,"Italian"
"2692","cuscinone",3.40078217990138e-06,-12.5915050998881,13,9,"Italian"
"2693","custode",3.40078217990138e-06,-12.5915050998881,25,7,"Italian"
"2694","custodia",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"2695","cuti",3.40078217990138e-06,-12.5915050998881,4,4,"Italian"
"2696","d",3.40078217990138e-06,-12.5915050998881,20,1,"Italian"
"2697","d'",0.000204046930794083,-8.497160537666,9.55,2,"Italian"
"2698","d'accordo",1.02023465397041e-05,-11.49289281122,3,9,"Italian"
"2699","d'arancia",1.02023465397041e-05,-11.49289281122,4,9,"Italian"
"2700","d'oggi",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"2701","da",0.00265261010032307,-5.93221118020446,8.59230769230769,2,"Italian"
"2702","dá",0.000217650059513688,-8.43262201652843,8.828125,2,"Italian"
"2703","dà",0.00039449073286856,-7.83791490878174,9.92241379310345,2,"Italian"
"2704","da'",2.38054752593096e-05,-10.6455949508328,2.85714285714286,3,"Italian"
"2705","daar",3.40078217990138e-06,-12.5915050998881,10,4,"Italian"
"2706","dacci",1.36031287196055e-05,-11.2052107387682,11.25,5,"Italian"
"2707","dada",3.40078217990138e-06,-12.5915050998881,1,4,"Italian"
"2708","dadada",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"2709","dadi",0.000190443802074477,-8.56615340915295,7.01785714285714,4,"Italian"
"2710","dado",0.000200646148614181,-8.51396765598238,5.38983050847458,4,"Italian"
"2711","Dado",1.02023465397041e-05,-11.49289281122,5.33333333333333,4,"Italian"
"2712","dagalmi",3.40078217990138e-06,-12.5915050998881,1,7,"Italian"
"2713","dagli",0.000108825029756844,-9.12576919708838,6.03125,5,"Italian"
"2714","dàgli",1.70039108995069e-05,-10.982067187454,6.4,5,"Italian"
"2715","dagliela",5.4412514878422e-05,-9.81891637764832,4.75,8,"Italian"
"2716","daglieli",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"2717","daglielo",5.10117326985207e-05,-9.88345489878589,8.13333333333333,8,"Italian"
"2718","dagliene",1.70039108995069e-05,-10.982067187454,6.8,8,"Italian"
"2719","dai",0.00401972453664343,-5.51654190192206,6.05329949238579,3,"Italian"
"2720","dái",3.40078217990138e-06,-12.5915050998881,4,3,"Italian"
"2721","dài",0.000214249277333787,-8.44837037349657,6.71428571428571,3,"Italian"
"2722","dal",0.000210848495153885,-8.46437071484301,9.5,3,"Italian"
"2723","dall'",0.000153035198095562,-8.78484261011778,10.4666666666667,5,"Italian"
"2724","dall'altro",3.40078217990138e-06,-12.5915050998881,10,10,"Italian"
"2725","dall'anno",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"2726","dall'inizio",3.40078217990138e-06,-12.5915050998881,32,11,"Italian"
"2727","dalla",0.000414895425947968,-7.78748405515485,9.80327868852459,5,"Italian"
"2728","dàlla",6.80156435980275e-06,-11.8983579193282,10,5,"Italian"
"2729","dalle",4.08093861588165e-05,-10.1065984501001,12.6666666666667,5,"Italian"
"2730","dàlle",3.40078217990138e-06,-12.5915050998881,18,5,"Italian"
"2731","dallo",5.10117326985207e-05,-9.88345489878589,7,5,"Italian"
"2732","dàllo",3.40078217990138e-06,-12.5915050998881,5,5,"Italian"
"2733","dama",6.80156435980275e-06,-11.8983579193282,7,4,"Italian"
"2734","Dame",1.02023465397041e-05,-11.49289281122,5,4,"Italian"
"2735","dammela",1.36031287196055e-05,-11.2052107387682,4.75,7,"Italian"
"2736","dammele",1.02023465397041e-05,-11.49289281122,5,7,"Italian"
"2737","dammelo",3.40078217990138e-05,-10.2889200068941,3.1,7,"Italian"
"2738","dammene",1.02023465397041e-05,-11.49289281122,5.33333333333333,7,"Italian"
"2739","dammi",0.000214249277333787,-8.44837037349657,6.31746031746032,5,"Italian"
"2740","Dana",1.02023465397041e-05,-11.49289281122,8,4,"Italian"
"2741","dando",2.04046930794083e-05,-10.79974563066,7.66666666666667,5,"Italian"
"2742","danese",3.40078217990138e-06,-12.5915050998881,5,6,"Italian"
"2743","Daniel",3.40078217990138e-06,-12.5915050998881,5,6,"Italian"
"2744","Daniela",6.80156435980275e-06,-11.8983579193282,4,7,"Italian"
"2745","Daniele",3.06070396191124e-05,-10.3942805225519,15.4444444444444,7,"Italian"
"2746","danne",6.80156435980275e-06,-11.8983579193282,9,5,"Italian"
"2747","danno",0.000105424247576943,-9.15751789540296,8.80645161290323,5,"Italian"
"2748","dànno",6.80156435980275e-06,-11.8983579193282,9.5,5,"Italian"
"2749","danza",1.02023465397041e-05,-11.49289281122,5.33333333333333,5,"Italian"
"2750","dappertutto",3.74086039789152e-05,-10.1936098270897,5.09090909090909,11,"Italian"
"2751","dar",2.38054752593096e-05,-10.6455949508328,10.8571428571429,3,"Italian"
"2752","darà",6.80156435980275e-06,-11.8983579193282,4,4,"Italian"
"2753","darai",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"2754","darano",3.40078217990138e-06,-12.5915050998881,9,6,"Italian"
"2755","darci",6.80156435980275e-06,-11.8983579193282,11.5,5,"Italian"
"2756","dare",0.000234653970413195,-8.35739859529084,8.46376811594203,4,"Italian"
"2757","darei",3.40078217990138e-06,-12.5915050998881,21,5,"Italian"
"2758","dargli",3.40078217990138e-05,-10.2889200068941,10.7,6,"Italian"
"2759","darglielo",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"2760","Dario",2.7206257439211e-05,-10.5120635582083,7.625,5,"Italian"
"2761","darlo",6.80156435980275e-06,-11.8983579193282,7,5,"Italian"
"2762","darmela",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"2763","darmi",1.02023465397041e-05,-11.49289281122,7.66666666666667,5,"Italian"
"2764","darò",6.80156435980275e-06,-11.8983579193282,21.5,4,"Italian"
"2765","darsi",3.74086039789152e-05,-10.1936098270897,8.63636363636364,5,"Italian"
"2766","dartelo",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2767","darti",6.80156435980275e-06,-11.8983579193282,9.5,5,"Italian"
"2768","Dartignan",3.40078217990138e-06,-12.5915050998881,1,9,"Italian"
"2769","data",6.12140792382248e-05,-9.70113334199194,8.66666666666667,4,"Italian"
"2770","date",2.38054752593096e-05,-10.6455949508328,15.2857142857143,4,"Italian"
"2771","dati",1.36031287196055e-05,-11.2052107387682,8,4,"Italian"
"2772","dato",0.000285665703111716,-8.16068830104479,9.39285714285714,4,"Italian"
"2773","dattelo",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2774","dava",2.38054752593096e-05,-10.6455949508328,9.57142857142857,4,"Italian"
"2775","davano",6.80156435980275e-06,-11.8983579193282,14,6,"Italian"
"2776","davanti",0.000119027376296548,-9.03615703839869,8.48571428571429,7,"Italian"
"2777","David",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"2778","Davide",0.000180241455534773,-8.62121318633598,5.66037735849057,6,"Italian"
"2779","davo",3.40078217990138e-06,-12.5915050998881,11,4,"Italian"
"2780","davvero",8.16187723176331e-05,-9.41345126954016,6.91666666666667,7,"Italian"
"2781","de",2.38054752593096e-05,-10.6455949508328,9.28571428571429,2,"Italian"
"2782","De",3.40078217990138e-06,-12.5915050998881,9,2,"Italian"
"2783","dè",6.80156435980275e-06,-11.8983579193282,6,2,"Italian"
"2784","dea",1.02023465397041e-05,-11.49289281122,5.66666666666667,3,"Italian"
"2785","decente",3.40078217990138e-06,-12.5915050998881,14,7,"Italian"
"2786","decida",3.40078217990138e-06,-12.5915050998881,10,6,"Italian"
"2787","decide",1.36031287196055e-05,-11.2052107387682,16.5,6,"Italian"
"2788","decidere",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"2789","decidi",6.12140792382248e-05,-9.70113334199194,10.6111111111111,6,"Italian"
"2790","decidono",1.02023465397041e-05,-11.49289281122,9,8,"Italian"
"2791","decisamente",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"2792","deciso",1.36031287196055e-05,-11.2052107387682,4.75,6,"Italian"
"2793","decorazione",3.40078217990138e-06,-12.5915050998881,6,11,"Italian"
"2794","Dede",1.36031287196055e-05,-11.2052107387682,6,4,"Italian"
"2795","Dedi",6.80156435980275e-06,-11.8983579193282,4,4,"Italian"
"2796","dee",3.40078217990138e-06,-12.5915050998881,3,3,"Italian"
"2797","definito",6.80156435980275e-06,-11.8983579193282,10,8,"Italian"
"2798","degli",0.000170039108995069,-8.67948209445996,10.12,5,"Italian"
"2799","Degli",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"2800","deh",3.40078217990138e-06,-12.5915050998881,4,3,"Italian"
"2801","dei",0.000625743921101853,-7.37656934227912,9.22826086956522,3,"Italian"
"2802","del",0.0012242815847645,-6.70540106843795,8.57777777777778,3,"Italian"
"2803","delf",3.40078217990138e-06,-12.5915050998881,7,4,"Italian"
"2804","delfi",3.40078217990138e-06,-12.5915050998881,12,5,"Italian"
"2805","delfina",1.02023465397041e-05,-11.49289281122,1,7,"Italian"
"2806","Delfina",7.82179901377317e-05,-9.45601088395895,5.30434782608696,7,"Italian"
"2807","delfini",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"2808","delfino",1.36031287196055e-05,-11.2052107387682,3.25,7,"Italian"
"2809","delicatino",3.40078217990138e-06,-12.5915050998881,17,10,"Italian"
"2810","dell",3.40078217990138e-06,-12.5915050998881,14,4,"Italian"
"2811","dell'",0.000285665703111716,-8.16068830104479,8.51190476190476,5,"Italian"
"2812","dell'acqua",3.40078217990138e-06,-12.5915050998881,11,10,"Italian"
"2813","dell'amicizia",3.40078217990138e-06,-12.5915050998881,17,13,"Italian"
"2814","dell'anno",3.40078217990138e-06,-12.5915050998881,12,9,"Italian"
"2815","dell'orsetto",3.40078217990138e-06,-12.5915050998881,7,12,"Italian"
"2816","dell'orso",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"2817","della",0.000959020574732188,-6.94959802894999,8.85460992907801,5,"Italian"
"2818","delle",0.000350280564529842,-7.95677611165847,8.67961165048544,5,"Italian"
"2819","delli",3.40078217990138e-06,-12.5915050998881,2,5,"Italian"
"2820","dello",8.84203366774358e-05,-9.33340856186662,8.34615384615385,5,"Italian"
"2821","democratico",3.40078217990138e-06,-12.5915050998881,7,11,"Italian"
"2822","demolisci",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"2823","Demon",2.38054752593096e-05,-10.6455949508328,7.85714285714286,5,"Italian"
"2824","den",3.40078217990138e-06,-12.5915050998881,2,3,"Italian"
"2825","denari",1.02023465397041e-05,-11.49289281122,3.66666666666667,6,"Italian"
"2826","denk",3.40078217990138e-06,-12.5915050998881,13,4,"Italian"
"2827","denn",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"2828","dente",6.80156435980275e-06,-11.8983579193282,4.5,5,"Italian"
"2829","denti",0.000238054752593096,-8.34300985783874,9.31428571428571,5,"Italian"
"2830","dentifricino",3.40078217990138e-06,-12.5915050998881,22,12,"Italian"
"2831","dentifricio",8.16187723176331e-05,-9.41345126954016,7.16666666666667,11,"Italian"
"2832","dentifrico",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
