word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
auquel,5,5,11.6,NA,NA,NA,6,French (Quebecois),2043005
soumet,1,1,9,NA,NA,NA,6,French (Quebecois),2043005
l'hexagone,1,1,15,NA,NA,NA,10,French (Quebecois),2043005
entretenir,3,3,9,NA,1,NA,10,French (Quebecois),2043005
cher,23,23,7.565217391304348,NA,5,NA,4,French (Quebecois),2043005
laissez,14,14,5.571428571428571,NA,NA,5,7,French (Quebecois),2043005
foutu,22,22,10.409090909090908,NA,5,NA,5,French (Quebecois),2043005
hexagones,1,1,4,NA,NA,NA,9,French (Quebecois),2043005
camarade,2,2,30,NA,NA,NA,8,French (Quebecois),2043005
géologie,1,1,54,NA,NA,NA,8,French (Quebecois),2043005
géographes,2,2,28.5,NA,1,NA,10,French (Quebecois),2043005
môme,5,5,19.8,NA,1,NA,4,French (Quebecois),2043005
pointe,25,25,13.2,NA,6,2,6,French (Quebecois),2043005
reconnu,22,22,8.863636363636363,NA,8,NA,7,French (Quebecois),2043005
blah,13,13,18.076923076923077,1,12,NA,4,French (Quebecois),2043005
bouffes,7,7,15.428571428571429,NA,NA,NA,7,French (Quebecois),2043005
l'essuyer,13,13,7.846153846153846,NA,NA,NA,9,French (Quebecois),2043005
timbale,15,15,6.466666666666667,NA,12,1,7,French (Quebecois),2043005
précipites,1,1,14,NA,NA,NA,10,French (Quebecois),2043005
répondu,26,26,12.5,NA,10,NA,7,French (Quebecois),2043005
mauvaise,33,33,10.575757575757576,NA,NA,1,8,French (Quebecois),2043005
volonté,3,3,9.666666666666666,NA,1,NA,7,French (Quebecois),2043005
antinaturel,1,1,11,NA,1,NA,11,French (Quebecois),2043005
s'enregistrer,2,2,6,NA,NA,NA,13,French (Quebecois),2043005
grammatical,1,1,13,NA,1,NA,11,French (Quebecois),2043005
d'interrogation,2,2,17.5,NA,NA,NA,15,French (Quebecois),2043005
décode,1,1,11,NA,NA,NA,6,French (Quebecois),2043005
ravie,8,8,5.625,NA,8,NA,5,French (Quebecois),2043005
faites,133,133,7.7669172932330826,NA,18,11,6,French (Quebecois),2043005
m'étais,6,6,17,NA,NA,NA,7,French (Quebecois),2043005
clara,63,63,8.063492063492063,2,29,6,5,French (Quebecois),2043005
hector,25,25,7.88,1,10,3,6,French (Quebecois),2043005
l'antiquité,1,1,11,NA,NA,NA,11,French (Quebecois),2043005
etc,15,15,13.6,2,13,NA,3,French (Quebecois),2043005
brassens,1,1,5,NA,1,NA,8,French (Quebecois),2043005
rouges,141,141,8.46808510638298,1,80,NA,6,French (Quebecois),2043005
marchand,13,13,11.76923076923077,NA,2,NA,8,French (Quebecois),2043005
cherché,29,29,11.96551724137931,NA,4,NA,7,French (Quebecois),2043005
transporte,14,14,5.571428571428571,NA,3,NA,10,French (Quebecois),2043005
tigre,159,159,6.559748427672956,1,101,1,5,French (Quebecois),2043005
avancer,55,55,8.181818181818182,NA,21,NA,7,French (Quebecois),2043005
découpée,2,2,9.5,NA,1,NA,8,French (Quebecois),2043005
lesquels,35,35,5.285714285714286,6,7,6,8,French (Quebecois),2043005
vitamine,5,5,16,NA,1,NA,8,French (Quebecois),2043005
c,109,109,8.889908256880734,1,32,10,1,French (Quebecois),2043005
matins,12,12,15.083333333333334,NA,5,NA,6,French (Quebecois),2043005
emporteras,1,1,8,NA,NA,NA,10,French (Quebecois),2043005
fasciné,6,6,7.833333333333333,NA,2,NA,7,French (Quebecois),2043005
inhibée,1,1,5,NA,1,NA,7,French (Quebecois),2043005
foudre,1,1,5,NA,1,NA,6,French (Quebecois),2043005
dépanner,2,2,7,NA,NA,NA,8,French (Quebecois),2043005
d'épice,1,1,4,NA,NA,NA,7,French (Quebecois),2043005
prendrait,6,6,11.333333333333334,NA,NA,NA,9,French (Quebecois),2043005
l'aider,25,25,8.16,NA,NA,NA,7,French (Quebecois),2043005
reculotte,1,1,9,NA,NA,NA,9,French (Quebecois),2043005
t'essuyer,24,24,6.416666666666667,NA,NA,NA,9,French (Quebecois),2043005
distinctions,1,1,5,NA,NA,NA,12,French (Quebecois),2043005
subtiles,1,1,5,NA,1,NA,8,French (Quebecois),2043005
entière,23,23,9.347826086956522,NA,11,1,7,French (Quebecois),2043005
cigarettes,18,18,8.38888888888889,NA,7,NA,10,French (Quebecois),2043005
élastique,21,21,7.761904761904762,NA,16,NA,9,French (Quebecois),2043005
sandow,1,1,17,NA,1,NA,6,French (Quebecois),2043005
bombe,6,6,8.666666666666666,NA,3,NA,5,French (Quebecois),2043005
crevé,20,20,7.3,NA,9,NA,5,French (Quebecois),2043005
plate,18,18,6.888888888888889,2,10,NA,5,French (Quebecois),2043005
ennuis,4,4,11.75,NA,3,NA,6,French (Quebecois),2043005
sculptures,2,2,18,NA,NA,NA,10,French (Quebecois),2043005
pointu,23,23,8.347826086956522,2,6,NA,6,French (Quebecois),2043005
l'arrière,10,10,11.5,NA,NA,NA,9,French (Quebecois),2043005
fauteuils,10,10,6.6,NA,5,NA,9,French (Quebecois),2043005
t'entendrait,2,2,8,NA,NA,NA,12,French (Quebecois),2043005
hic,1,1,7,NA,NA,NA,3,French (Quebecois),2043005
jetée,9,9,9.444444444444445,NA,6,NA,5,French (Quebecois),2043005
oubliée,4,4,7.25,NA,NA,NA,7,French (Quebecois),2043005
banquette,6,6,17.5,NA,NA,NA,9,French (Quebecois),2043005
saloperie,2,2,13.5,NA,NA,NA,9,French (Quebecois),2043005
bracelet,33,33,6.696969696969697,1,20,NA,8,French (Quebecois),2043005
défaut,3,3,8.666666666666666,NA,NA,NA,6,French (Quebecois),2043005
dégueulasse,17,17,5.470588235294118,NA,10,NA,11,French (Quebecois),2043005
importance,4,4,10.25,NA,2,NA,10,French (Quebecois),2043005
marco,11,11,4.454545454545454,2,2,3,5,French (Quebecois),2043005
gênes,3,3,4.666666666666667,NA,3,NA,5,French (Quebecois),2043005
débarbouille,2,2,16,NA,NA,NA,12,French (Quebecois),2043005
débarbouiller,5,5,12,NA,2,NA,13,French (Quebecois),2043005
écris,57,57,6.12280701754386,3,9,9,5,French (Quebecois),2043005
relire,3,3,17,NA,2,NA,6,French (Quebecois),2043005
répartir,1,1,8,NA,NA,NA,8,French (Quebecois),2043005
voie,34,34,9.558823529411764,NA,7,NA,4,French (Quebecois),2043005
exagères,17,17,6.294117647058823,NA,7,NA,8,French (Quebecois),2043005
moite,3,3,4,NA,NA,2,5,French (Quebecois),2043005
moto,209,209,6.952153110047847,5,132,2,4,French (Quebecois),2043005
repris,20,20,9.6,NA,3,NA,6,French (Quebecois),2043005
remonté,7,7,8.142857142857142,NA,2,NA,7,French (Quebecois),2043005
rhabillette,1,1,9,NA,NA,1,11,French (Quebecois),2043005
guy,5,5,5.8,NA,3,NA,3,French (Quebecois),2043005
martine,224,224,7.553571428571429,9,109,9,7,French (Quebecois),2043005
l'ordre,15,15,9.8,NA,NA,NA,7,French (Quebecois),2043005
grandeur,1,1,17,NA,NA,NA,8,French (Quebecois),2043005
prix,13,13,7.846153846153846,NA,7,NA,4,French (Quebecois),2043005
cinquante,57,57,10.052631578947368,1,6,10,9,French (Quebecois),2043005
excellent,8,8,3.625,2,4,NA,9,French (Quebecois),2043005
utilises,14,14,8.857142857142858,NA,NA,NA,8,French (Quebecois),2043005
doué,16,16,6.5,NA,5,NA,4,French (Quebecois),2043005
espèce,64,64,11.46875,NA,NA,21,6,French (Quebecois),2043005
d'idiot,1,1,11,NA,NA,NA,7,French (Quebecois),2043005
rochers,10,10,9.8,NA,2,NA,7,French (Quebecois),2043005
bermuda,7,7,10.571428571428571,NA,3,NA,7,French (Quebecois),2043005
t'aller,5,5,13.2,NA,NA,NA,7,French (Quebecois),2043005
maximum,19,19,9.157894736842104,NA,7,NA,7,French (Quebecois),2043005
mollets,10,10,9.4,NA,6,NA,7,French (Quebecois),2043005
rentré,65,65,9.6,NA,24,1,6,French (Quebecois),2043005
photographier,4,4,18.25,NA,1,NA,13,French (Quebecois),2043005
scandaleux,4,4,9.75,NA,1,NA,10,French (Quebecois),2043005
flash,18,18,8.88888888888889,1,7,1,5,French (Quebecois),2043005
no,20,20,3.85,3,5,8,2,French (Quebecois),2043005
sé,1,1,2,NA,1,NA,2,French (Quebecois),2043005
gare,68,68,7.264705882352941,1,30,4,4,French (Quebecois),2043005
pile,65,65,8.03076923076923,NA,26,3,4,French (Quebecois),2043005
bêta,7,7,6.857142857142857,NA,5,NA,4,French (Quebecois),2043005
étincelle,3,3,13.666666666666666,NA,2,NA,9,French (Quebecois),2043005
fouille,9,9,9.88888888888889,NA,NA,NA,7,French (Quebecois),2043005
chou,104,104,5.826923076923077,2,87,1,4,French (Quebecois),2043005
clef,68,68,5.279411764705882,1,35,3,4,French (Quebecois),2043005
porte+clef,4,4,3.5,NA,3,NA,10,French (Quebecois),2043005
écoutes,71,71,5.816901408450704,NA,19,NA,7,French (Quebecois),2043005
comprendre,65,65,11.430769230769231,NA,23,NA,10,French (Quebecois),2043005
fument,1,1,13,NA,1,NA,6,French (Quebecois),2043005
puisqu'il,25,25,10.16,NA,NA,NA,9,French (Quebecois),2043005
recasser,2,2,8,NA,1,NA,8,French (Quebecois),2043005
sciure,2,2,19,NA,NA,NA,6,French (Quebecois),2043005
t'achètera,3,3,12.666666666666666,NA,NA,NA,10,French (Quebecois),2043005
portent,8,8,11,NA,NA,NA,7,French (Quebecois),2043005
copeau,1,1,6,NA,1,NA,6,French (Quebecois),2043005
renoncer,1,1,11,NA,1,NA,8,French (Quebecois),2043005
recassé,1,1,6,NA,1,NA,7,French (Quebecois),2043005
sot,10,10,5.8,NA,6,NA,3,French (Quebecois),2043005
trait,40,40,8.5,NA,22,NA,5,French (Quebecois),2043005
évolue,2,2,11,NA,1,NA,6,French (Quebecois),2043005
grandissant,1,1,7,NA,1,NA,11,French (Quebecois),2043005
transforme,17,17,11.235294117647058,NA,3,NA,10,French (Quebecois),2043005
foutoir,1,1,6,NA,1,NA,7,French (Quebecois),2043005
désoles,1,1,4,NA,1,NA,7,French (Quebecois),2043005
hexagone,5,5,4,NA,4,NA,8,French (Quebecois),2043005
carré,163,163,7.6871165644171775,2,90,1,5,French (Quebecois),2043005
t'énerves,19,19,4.7368421052631575,NA,NA,NA,9,French (Quebecois),2043005
amasser,1,1,10,NA,NA,NA,7,French (Quebecois),2043005
cochonneries,8,8,7,NA,3,NA,12,French (Quebecois),2043005
tiroirs,18,18,9.666666666666666,NA,9,NA,7,French (Quebecois),2043005
bop,4,4,3.25,3,NA,1,3,French (Quebecois),2043005
l'ouvres,48,48,5.416666666666667,NA,NA,NA,8,French (Quebecois),2043005
rentrera,5,5,9.2,NA,2,NA,8,French (Quebecois),2043005
gi,1,1,2,NA,1,NA,2,French (Quebecois),2043005
familiaux,1,1,12,NA,NA,NA,9,French (Quebecois),2043005
dossiers,2,2,11.5,NA,1,NA,8,French (Quebecois),2043005
moustache,21,21,6.476190476190476,NA,19,NA,9,French (Quebecois),2043005
l'aimant,12,12,8.583333333333334,NA,NA,NA,8,French (Quebecois),2043005
dormes,3,3,10,NA,1,NA,6,French (Quebecois),2043005
délimite,1,1,7,NA,1,NA,8,French (Quebecois),2043005
t'accompagne,8,8,4.375,NA,NA,NA,12,French (Quebecois),2043005
fréquemment,2,2,6,NA,1,NA,11,French (Quebecois),2043005
chassait,2,2,32,NA,1,NA,8,French (Quebecois),2043005
fusil,28,28,10.071428571428571,NA,17,NA,5,French (Quebecois),2043005
litanie,2,2,36,NA,NA,NA,7,French (Quebecois),2043005
cité,2,2,31.5,NA,NA,NA,4,French (Quebecois),2043005
éléphants,98,98,9.571428571428571,NA,52,NA,9,French (Quebecois),2043005
méchants,38,38,10.236842105263158,NA,18,NA,8,French (Quebecois),2043005
obsédé,3,3,5.333333333333333,NA,2,NA,6,French (Quebecois),2043005
l'achat,1,1,9,NA,NA,NA,7,French (Quebecois),2043005
bruns,6,6,5.833333333333333,NA,3,1,5,French (Quebecois),2043005
blonds,18,18,6.388888888888889,3,12,NA,6,French (Quebecois),2043005
siens,2,2,8.5,NA,NA,NA,5,French (Quebecois),2043005
guère,5,5,9.6,NA,3,NA,5,French (Quebecois),2043005
bigoudis,9,9,8,NA,5,NA,8,French (Quebecois),2043005
qu'aux,3,3,8.666666666666666,NA,NA,NA,6,French (Quebecois),2043005
brosses,12,12,7,NA,4,NA,7,French (Quebecois),2043005
timide,69,69,6.449275362318841,1,36,2,6,French (Quebecois),2043005
lorsque,11,11,14.636363636363637,NA,NA,4,7,French (Quebecois),2043005
girardin,5,5,12.4,NA,1,NA,8,French (Quebecois),2043005
centimes,3,3,9,NA,2,NA,8,French (Quebecois),2043005
gentiment,30,30,8.833333333333334,1,12,1,9,French (Quebecois),2043005
ramènerai,2,2,8,NA,NA,NA,9,French (Quebecois),2043005
bavarde,9,9,5.888888888888889,NA,3,NA,7,French (Quebecois),2043005
bavard,15,15,6.733333333333333,NA,6,NA,6,French (Quebecois),2043005
avocat,5,5,12.4,1,2,NA,6,French (Quebecois),2043005
pourrez,7,7,10.142857142857142,NA,NA,NA,7,French (Quebecois),2043005
cru,68,68,8.058823529411764,NA,10,NA,3,French (Quebecois),2043005
explication,3,3,6.333333333333333,NA,1,NA,11,French (Quebecois),2043005
compréhensible,2,2,9.5,NA,1,NA,14,French (Quebecois),2043005
attaque,15,15,4.866666666666666,5,4,1,7,French (Quebecois),2043005
m'obliger,1,1,14,NA,NA,NA,9,French (Quebecois),2043005
fatigant,7,7,5.285714285714286,NA,2,NA,8,French (Quebecois),2043005
essuieras,3,3,9.333333333333334,NA,NA,NA,9,French (Quebecois),2043005
déjeuné,11,11,6.7272727272727275,NA,6,NA,7,French (Quebecois),2043005
arrêtée,11,11,7.090909090909091,NA,2,NA,7,French (Quebecois),2043005
buvais,6,6,9.333333333333334,NA,1,NA,6,French (Quebecois),2043005
plat,124,124,9.774193548387096,NA,63,1,4,French (Quebecois),2043005
préféré,60,60,9.683333333333334,NA,32,NA,7,French (Quebecois),2043005
léveillé,2,2,3.5,NA,2,NA,8,French (Quebecois),2043005
caravane,13,13,6.153846153846154,NA,9,NA,8,French (Quebecois),2043005
voyais,28,28,9.357142857142858,NA,1,NA,6,French (Quebecois),2043005
m'abreuve,1,1,7,NA,NA,NA,9,French (Quebecois),2043005
fabriqué,27,27,10.11111111111111,NA,7,NA,8,French (Quebecois),2043005
décrire,5,5,8.8,NA,3,NA,7,French (Quebecois),2043005
sorcière,74,74,6.513513513513513,1,40,2,8,French (Quebecois),2043005
aimée,2,2,18.5,NA,1,NA,5,French (Quebecois),2043005
compresseur,2,2,7.5,NA,2,NA,11,French (Quebecois),2043005
m'achèteras,1,1,3,NA,NA,NA,11,French (Quebecois),2043005
disques,46,46,10.217391304347826,NA,23,NA,7,French (Quebecois),2043005
regardera,40,40,9,NA,1,NA,9,French (Quebecois),2043005
référence,4,4,10.25,NA,3,NA,9,French (Quebecois),2043005
tousse,71,71,6.394366197183099,4,23,18,6,French (Quebecois),2043005
tousser,25,25,10.2,NA,12,NA,7,French (Quebecois),2043005
chiens,121,121,7.371900826446281,1,70,1,6,French (Quebecois),2043005
allemagne,13,13,11.307692307692308,NA,11,NA,9,French (Quebecois),2043005
j'entendrai,1,1,13,NA,NA,NA,11,French (Quebecois),2043005
barreau,3,3,11,NA,1,NA,7,French (Quebecois),2043005
lises,5,5,9.4,NA,NA,NA,5,French (Quebecois),2043005
oubliés,3,3,9.333333333333334,NA,1,NA,7,French (Quebecois),2043005
compliques,5,5,4.6,NA,1,NA,10,French (Quebecois),2043005
l'effort,7,7,15.714285714285714,NA,NA,NA,8,French (Quebecois),2043005
équilibré,1,1,14,NA,NA,NA,9,French (Quebecois),2043005
éternues,3,3,7,NA,1,NA,8,French (Quebecois),2043005
pagaille,7,7,5.714285714285714,NA,4,NA,8,French (Quebecois),2043005
tournevis,21,21,6.333333333333333,NA,10,NA,9,French (Quebecois),2043005
visser,13,13,10.923076923076923,NA,5,NA,6,French (Quebecois),2043005
trouvées,3,3,8.333333333333334,NA,2,NA,8,French (Quebecois),2043005
refus,3,3,4.666666666666667,NA,1,NA,5,French (Quebecois),2043005
tamis,2,2,3.5,NA,2,NA,5,French (Quebecois),2043005
téléphoné,19,19,9.421052631578947,NA,9,NA,9,French (Quebecois),2043005
semblait,43,43,7.837209302325581,NA,11,NA,8,French (Quebecois),2043005
décroches,2,2,5.5,NA,1,NA,9,French (Quebecois),2043005
eues,3,3,7.666666666666667,NA,3,NA,4,French (Quebecois),2043005
accrochez,2,2,8,NA,NA,1,9,French (Quebecois),2043005
halle,21,21,11.571428571428571,NA,NA,NA,5,French (Quebecois),2043005
fourneau,1,1,12,NA,NA,NA,8,French (Quebecois),2043005
causant,3,3,6.333333333333333,NA,1,NA,7,French (Quebecois),2043005
parlait,28,28,8.785714285714286,NA,2,NA,7,French (Quebecois),2043005
d'importance,7,7,5.857142857142857,NA,NA,NA,12,French (Quebecois),2043005
pigé,10,10,7.8,1,3,NA,4,French (Quebecois),2043005
juron,3,3,9.333333333333334,NA,1,NA,5,French (Quebecois),2043005
t'esbignes,1,1,7,NA,NA,NA,10,French (Quebecois),2043005
pleuré,48,48,6.8125,NA,24,NA,6,French (Quebecois),2043005
grille,17,17,7.529411764705882,NA,9,NA,6,French (Quebecois),2043005
plantes,76,76,8.105263157894736,NA,37,NA,7,French (Quebecois),2043005
décider,9,9,9,NA,4,NA,7,French (Quebecois),2043005
pôle,3,3,9,NA,NA,NA,4,French (Quebecois),2043005
rassurant,2,2,4.5,NA,1,NA,9,French (Quebecois),2043005
trottoir,25,25,11.24,NA,15,NA,8,French (Quebecois),2043005
l'imagination,2,2,5.5,NA,NA,NA,13,French (Quebecois),2043005
escalier,20,20,11.5,NA,9,NA,8,French (Quebecois),2043005
échelle,29,29,8.379310344827585,NA,17,NA,7,French (Quebecois),2043005
ressources,1,1,10,NA,1,NA,10,French (Quebecois),2043005
d'où,82,82,6,NA,NA,NA,4,French (Quebecois),2043005
nécessité,3,3,8.333333333333334,NA,1,NA,9,French (Quebecois),2043005
noter,10,10,9.5,NA,4,NA,5,French (Quebecois),2043005
l'annulaire,17,17,3.176470588235294,NA,NA,NA,11,French (Quebecois),2043005
bague,23,23,11.608695652173912,NA,8,NA,5,French (Quebecois),2043005
sacré,21,21,8.666666666666666,NA,2,3,5,French (Quebecois),2043005
rigueur,9,9,7.444444444444445,NA,4,NA,7,French (Quebecois),2043005
perdue,17,17,6.529411764705882,NA,8,NA,6,French (Quebecois),2043005
dirais,32,32,8.21875,NA,5,NA,6,French (Quebecois),2043005
journée,160,160,10.90625,NA,70,NA,7,French (Quebecois),2043005
l'adresse,8,8,8.375,NA,NA,NA,9,French (Quebecois),2043005
coiffée,8,8,7.125,NA,4,NA,7,French (Quebecois),2043005
prépares,33,33,7.545454545454546,NA,5,NA,8,French (Quebecois),2043005
cassés,23,23,8.304347826086957,NA,16,NA,6,French (Quebecois),2043005
écrivent,4,4,9,NA,NA,NA,8,French (Quebecois),2043005
m'ennuie,5,5,4.8,NA,NA,NA,8,French (Quebecois),2043005
m'ennuyais,1,1,8,NA,NA,NA,10,French (Quebecois),2043005
porté,18,18,11.666666666666666,NA,5,NA,5,French (Quebecois),2043005
saletés,19,19,8.526315789473685,NA,8,NA,7,French (Quebecois),2043005
michel,35,35,10.657142857142857,NA,10,2,6,French (Quebecois),2043005
coquin,291,291,5.577319587628866,25,171,8,6,French (Quebecois),2043005
payée,4,4,7,NA,2,NA,5,French (Quebecois),2043005
payent,1,1,6,NA,1,NA,6,French (Quebecois),2043005
trente,87,87,7.563218390804598,2,6,22,6,French (Quebecois),2043005
coincé,136,136,6.654411764705882,1,76,1,6,French (Quebecois),2043005
boh,120,120,3.9583333333333335,36,20,58,3,French (Quebecois),2043005
file,21,21,7.619047619047619,1,7,2,4,French (Quebecois),2043005
dégénère,1,1,6,NA,1,NA,8,French (Quebecois),2043005
aimait,17,17,13.941176470588236,NA,NA,NA,6,French (Quebecois),2043005
sucré,39,39,7.743589743589744,NA,17,1,5,French (Quebecois),2043005
aimeras,3,3,7.666666666666667,NA,NA,NA,7,French (Quebecois),2043005
couteaux,23,23,8.26086956521739,NA,10,1,8,French (Quebecois),2043005
contraire,24,24,10.375,NA,13,NA,9,French (Quebecois),2043005
arrivera,19,19,10.052631578947368,NA,1,NA,8,French (Quebecois),2043005
vase,20,20,4.45,3,13,2,4,French (Quebecois),2043005
veuf,1,1,3,NA,1,NA,4,French (Quebecois),2043005
oubliez,2,2,13,NA,NA,NA,7,French (Quebecois),2043005
j'entendais,6,6,7,NA,NA,NA,11,French (Quebecois),2043005
toi-même,15,15,6.466666666666667,NA,8,NA,8,French (Quebecois),2043005
achetés,7,7,12.857142857142858,NA,NA,NA,7,French (Quebecois),2043005
boulanger,7,7,9.142857142857142,NA,2,1,9,French (Quebecois),2043005
farine,83,83,8.819277108433734,1,49,NA,6,French (Quebecois),2043005
voyez,36,36,8.055555555555555,NA,11,1,5,French (Quebecois),2043005
triangles,11,11,6.636363636363637,NA,8,NA,9,French (Quebecois),2043005
selle,18,18,6.222222222222222,NA,14,NA,5,French (Quebecois),2043005
rênes,1,1,53,NA,NA,NA,5,French (Quebecois),2043005
cowboy,6,6,13.166666666666666,NA,3,NA,6,French (Quebecois),2043005
porte+monnaie,12,12,7.583333333333333,NA,7,NA,13,French (Quebecois),2043005
rends,156,156,7.012820512820513,NA,38,16,5,French (Quebecois),2043005
gagner,32,32,7.28125,NA,17,1,6,French (Quebecois),2043005
sou,27,27,6.814814814814815,NA,14,NA,3,French (Quebecois),2043005
dis_donc,966,966,5.893374741200828,69,408,174,8,French (Quebecois),2043005
fils,106,106,11.349056603773585,NA,43,NA,4,French (Quebecois),2043005
l'électrophone,9,9,44.77777777777778,NA,NA,NA,14,French (Quebecois),2043005
séjour,2,2,13.5,NA,1,NA,6,French (Quebecois),2043005
partager,16,16,7.6875,NA,8,NA,8,French (Quebecois),2043005
l'ait,5,5,13.2,NA,NA,NA,5,French (Quebecois),2043005
permis,12,12,9.583333333333334,NA,2,NA,6,French (Quebecois),2043005
ver,20,20,5.55,NA,8,NA,3,French (Quebecois),2043005
excité,23,23,6.826086956521739,NA,5,NA,6,French (Quebecois),2043005
aimer,33,33,10.363636363636363,NA,6,NA,5,French (Quebecois),2043005
trempé,17,17,6.294117647058823,NA,7,1,6,French (Quebecois),2043005
t'asseyes,3,3,10.333333333333334,NA,NA,NA,9,French (Quebecois),2043005
sages,19,19,11.421052631578947,NA,6,NA,5,French (Quebecois),2043005
intéressé,9,9,10.222222222222221,NA,1,NA,9,French (Quebecois),2043005
apprendra,4,4,10.75,NA,1,NA,9,French (Quebecois),2043005
traîner,18,18,7.722222222222222,NA,6,NA,7,French (Quebecois),2043005
médicament,42,42,7.476190476190476,NA,26,NA,10,French (Quebecois),2043005
croyable,6,6,3.8333333333333335,NA,6,NA,8,French (Quebecois),2043005
s'appelait,48,48,8.979166666666666,NA,NA,NA,10,French (Quebecois),2043005
parlera,3,3,5,NA,NA,NA,7,French (Quebecois),2043005
sagouin,6,6,8.666666666666666,NA,3,NA,7,French (Quebecois),2043005
mangeais,24,24,10.041666666666666,NA,1,NA,8,French (Quebecois),2043005
l'écriture,3,3,5.333333333333333,NA,NA,NA,10,French (Quebecois),2043005
relais,12,12,7.916666666666667,NA,8,NA,6,French (Quebecois),2043005
motos,15,15,7.866666666666666,NA,7,NA,5,French (Quebecois),2043005
gribouillis,4,4,6.5,NA,3,NA,11,French (Quebecois),2043005
encadre,1,1,11,NA,NA,NA,7,French (Quebecois),2043005
ambiguë,1,1,6,NA,1,NA,7,French (Quebecois),2043005
repartir,20,20,9.35,NA,5,NA,8,French (Quebecois),2043005
négatif,1,1,7,NA,NA,NA,7,French (Quebecois),2043005
trotteuse,1,1,7,NA,NA,NA,9,French (Quebecois),2043005
partis,46,46,7.782608695652174,NA,21,NA,6,French (Quebecois),2043005
d'hier,6,6,8.666666666666666,NA,NA,NA,6,French (Quebecois),2043005
vacillé,1,1,8,NA,NA,NA,7,French (Quebecois),2043005
récitait,1,1,19,NA,NA,NA,8,French (Quebecois),2043005
chiffres,34,34,9.058823529411764,NA,18,NA,8,French (Quebecois),2043005
manifestement,5,5,11.4,NA,2,NA,13,French (Quebecois),2043005
l'index,18,18,3.2777777777777777,NA,NA,NA,7,French (Quebecois),2043005
avale,22,22,9.045454545454545,1,3,5,5,French (Quebecois),2043005
vérifie,12,12,11.5,1,2,1,7,French (Quebecois),2043005
donnée,20,20,9.45,NA,8,1,6,French (Quebecois),2043005
l'es,3,3,7.333333333333333,NA,NA,NA,4,French (Quebecois),2043005
imprudent,1,1,9,NA,1,NA,9,French (Quebecois),2043005
jeanine,16,16,7.8125,NA,7,2,7,French (Quebecois),2043005
prudente,3,3,8.666666666666666,NA,NA,NA,8,French (Quebecois),2043005
rhumatismes,1,1,5,NA,1,NA,11,French (Quebecois),2043005
piquant,5,5,9,NA,1,NA,7,French (Quebecois),2043005
curieux,20,20,7.85,1,7,2,7,French (Quebecois),2043005
causer,6,6,8.166666666666666,NA,1,NA,6,French (Quebecois),2043005
catastrophe,83,83,5.903614457831325,13,42,9,11,French (Quebecois),2043005
nettoies,35,35,5.371428571428571,NA,13,NA,8,French (Quebecois),2043005
suppositoire,16,16,10.25,NA,7,NA,12,French (Quebecois),2043005
migre,3,3,6,NA,2,NA,5,French (Quebecois),2043005
émigrer,2,2,4.5,NA,1,NA,7,French (Quebecois),2043005
t'apporte,8,8,8.375,NA,NA,NA,9,French (Quebecois),2043005
singes,37,37,8.162162162162161,NA,20,NA,6,French (Quebecois),2043005
tudieu,1,1,1,1,NA,NA,6,French (Quebecois),2043005
repéré,14,14,7.571428571428571,NA,5,NA,6,French (Quebecois),2043005
bosses,27,27,8.851851851851851,NA,12,NA,6,French (Quebecois),2043005
jurer,2,2,9.5,NA,NA,NA,5,French (Quebecois),2043005
l'appelle,44,44,7.363636363636363,NA,NA,NA,9,French (Quebecois),2043005
relation,7,7,12.142857142857142,NA,1,NA,8,French (Quebecois),2043005
bridés,1,1,5,NA,1,NA,6,French (Quebecois),2043005
patrick,10,10,7.1,NA,5,NA,7,French (Quebecois),2043005
uns,28,28,13.25,NA,2,NA,3,French (Quebecois),2043005
compliments,1,1,9,NA,1,NA,11,French (Quebecois),2043005
gâtifies,1,1,4,NA,NA,NA,8,French (Quebecois),2043005
zorro,24,24,5.083333333333333,2,17,3,5,French (Quebecois),2043005
noirs,48,48,9.0625,2,31,2,5,French (Quebecois),2043005
clowns,23,23,5.6521739130434785,NA,16,NA,6,French (Quebecois),2043005
clown,223,223,5.816143497757848,9,146,1,5,French (Quebecois),2043005
matchs,3,3,9,NA,NA,NA,6,French (Quebecois),2043005
s'assied,19,19,6.894736842105263,NA,NA,NA,8,French (Quebecois),2043005
fatigué,174,174,6.672413793103448,1,89,NA,7,French (Quebecois),2043005
prendrais,7,7,12.714285714285714,NA,NA,NA,9,French (Quebecois),2043005
enrhumé,19,19,8.736842105263158,NA,7,NA,7,French (Quebecois),2043005
tripoter,5,5,8.2,NA,1,NA,8,French (Quebecois),2043005
tousses,63,63,4.619047619047619,NA,34,NA,7,French (Quebecois),2043005
s'entend,12,12,8.583333333333334,NA,NA,NA,8,French (Quebecois),2043005
t'arriver,4,4,12,NA,NA,NA,9,French (Quebecois),2043005
losange,9,9,7.222222222222222,NA,8,NA,7,French (Quebecois),2043005
foutre,7,7,11.142857142857142,NA,2,NA,6,French (Quebecois),2043005
flotte,16,16,8.4375,NA,6,1,6,French (Quebecois),2043005
comprenez,3,3,11,NA,NA,NA,9,French (Quebecois),2043005
manteau,131,131,7.809160305343512,4,51,2,7,French (Quebecois),2043005
