word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
riv-er,3,3,10,NA,NA,1,6,Swedish,387670
möss-en,5,5,8.8,NA,2,NA,7,Swedish,387670
fe-en,3,3,6.333333333333333,NA,1,NA,5,Swedish,387670
slut-et,3,3,7.666666666666667,NA,1,NA,7,Swedish,387670
trolla-r,3,3,8.333333333333334,NA,NA,NA,8,Swedish,387670
prins-en,2,2,8,NA,2,NA,8,Swedish,387670
mamma-n,70,70,7.728571428571429,NA,13,3,7,Swedish,387670
fe-n,2,2,7,NA,NA,NA,4,Swedish,387670
kak-or,7,7,9.714285714285714,NA,4,NA,6,Swedish,387670
jul-en,5,5,9.6,NA,2,1,6,Swedish,387670
tomt-ar-na,8,8,8,NA,2,2,10,Swedish,387670
tomte+verk+sta-n,1,1,4,NA,NA,NA,16,Swedish,387670
ähm,2,2,9,NA,NA,1,3,Swedish,387670
gumma-n,34,34,6.529411764705882,NA,17,1,7,Swedish,387670
nött-er,6,6,3.3333333333333335,1,4,1,7,Swedish,387670
jätte+go,3,3,5.666666666666667,1,NA,NA,8,Swedish,387670
tala-x,1,1,12,NA,NA,NA,6,Swedish,387670
mikrofon-en,5,5,5.8,NA,2,NA,11,Swedish,387670
kort-en,13,13,9.692307692307692,NA,5,NA,7,Swedish,387670
näsa-n,19,19,6.526315789473684,NA,13,NA,6,Swedish,387670
kråk-er,2,2,7,NA,NA,NA,7,Swedish,387670
see,2,2,4,NA,1,NA,3,Swedish,387670
sex,18,18,6,4,4,3,3,Swedish,387670
sju,15,15,3.6666666666666665,4,6,2,3,Swedish,387670
åtta,18,18,4.055555555555555,8,4,2,4,Swedish,387670
nie,9,9,4.222222222222222,5,2,NA,3,Swedish,387670
tie,15,15,6,3,5,3,3,Swedish,387670
vikt-i-t,5,5,10.4,NA,1,NA,8,Swedish,387670
prö,1,1,1,1,NA,NA,3,Swedish,387670
koka-t,2,2,10.5,NA,NA,NA,6,Swedish,387670
spagetti,8,8,5.25,1,4,NA,8,Swedish,387670
korv,28,28,5.857142857142857,1,14,4,4,Swedish,387670
jessica,12,12,4.75,2,2,2,7,Swedish,387670
törst-i,20,20,5.55,NA,13,NA,7,Swedish,387670
sp,6,6,5,NA,4,NA,2,Swedish,387670
tugga,20,20,7.15,NA,NA,3,5,Swedish,387670
röt-t,14,14,8.071428571428571,NA,4,NA,5,Swedish,387670
penn-er,2,2,4.5,NA,NA,NA,7,Swedish,387670
absolut,1,1,9,NA,NA,NA,7,Swedish,387670
blå-tt,10,10,5.2,NA,3,NA,6,Swedish,387670
nedan+för,2,2,6,NA,1,NA,9,Swedish,387670
håll-t,1,1,13,NA,NA,NA,6,Swedish,387670
penn-er-na,4,4,7.25,NA,1,NA,10,Swedish,387670
tro-dde,61,61,9.131147540983607,NA,NA,5,7,Swedish,387670
bv,1,1,5,NA,NA,NA,2,Swedish,387670
vit,32,32,5.875,2,7,5,3,Swedish,387670
kring,3,3,12.333333333333334,NA,NA,NA,5,Swedish,387670
fält-et,1,1,21,NA,NA,NA,7,Swedish,387670
krit-er-na,2,2,12,NA,NA,NA,10,Swedish,387670
hör-de,29,29,6.344827586206897,NA,1,5,6,Swedish,387670
tunna-n,1,1,8,NA,NA,NA,7,Swedish,387670
stäng-er,21,21,6,NA,NA,6,8,Swedish,387670
gäcka,1,1,4,NA,NA,1,5,Swedish,387670
skynda,15,15,8.333333333333334,NA,NA,6,6,Swedish,387670
paraply,7,7,7.857142857142857,NA,5,NA,7,Swedish,387670
clown-en-s,2,2,4,NA,NA,NA,10,Swedish,387670
kåbi,1,1,1,1,NA,NA,4,Swedish,387670
paraply-t,4,4,7,NA,1,NA,9,Swedish,387670
korv-en,1,1,11,NA,NA,NA,7,Swedish,387670
omkring,11,11,8.090909090909092,NA,5,NA,7,Swedish,387670
lass,3,3,8.666666666666666,NA,NA,NA,4,Swedish,387670
nära,10,10,6.6,NA,1,1,4,Swedish,387670
flamsa,1,1,13,NA,NA,NA,6,Swedish,387670
söl-i,1,1,6,NA,NA,NA,5,Swedish,387670
rö,12,12,7.333333333333333,NA,6,NA,2,Swedish,387670
väx-er,13,13,10.692307692307692,NA,NA,NA,6,Swedish,387670
kläd-er-na,27,27,9,NA,7,NA,10,Swedish,387670
smuts-i-a,11,11,8.454545454545455,NA,2,NA,9,Swedish,387670
hak+lapp,6,6,8.333333333333334,NA,1,NA,8,Swedish,387670
hamna-r,3,3,9.333333333333334,NA,NA,NA,7,Swedish,387670
jätte+bra,36,36,4.027777777777778,7,25,NA,9,Swedish,387670
jojo,3,3,6,NA,1,NA,4,Swedish,387670
motor+båt,2,2,5,NA,1,NA,9,Swedish,387670
jahm,1,1,1,1,NA,NA,4,Swedish,387670
marstrand,1,1,10,NA,1,NA,9,Swedish,387670
titta-x,22,22,8.954545454545455,NA,1,4,7,Swedish,387670
båt-ar-na,6,6,11.5,NA,1,NA,9,Swedish,387670
bygg-t,21,21,9.476190476190476,NA,2,NA,6,Swedish,387670
puss,51,51,4.03921568627451,2,38,2,4,Swedish,387670
pussa-s,4,4,4,NA,1,1,7,Swedish,387670
skoja-r,15,15,4.133333333333334,NA,2,3,7,Swedish,387670
tryck-te,4,4,7.75,NA,NA,1,8,Swedish,387670
pedal-en,1,1,7,NA,1,NA,8,Swedish,387670
karamell-en,2,2,5.5,NA,NA,NA,11,Swedish,387670
bjuda,18,18,7.277777777777778,NA,2,1,5,Swedish,387670
må-r,11,11,7.2727272727272725,NA,NA,1,4,Swedish,387670
släng-t,8,8,6.875,NA,NA,NA,7,Swedish,387670
opp,2,2,5,NA,1,NA,3,Swedish,387670
doktor-n,56,56,7.25,NA,20,3,8,Swedish,387670
gapa-x,1,1,8,NA,NA,NA,6,Swedish,387670
skrek,4,4,7.25,NA,NA,NA,5,Swedish,387670
smäl-t,1,1,3,NA,1,NA,6,Swedish,387670
sparka,16,16,7.8125,NA,NA,2,6,Swedish,387670
buske-n,4,4,7.25,NA,1,NA,7,Swedish,387670
bus,12,12,5.166666666666667,1,8,NA,3,Swedish,387670
sparka-x,7,7,4.714285714285714,NA,NA,6,8,Swedish,387670
sparka-de,1,1,10,NA,NA,NA,9,Swedish,387670
verk-ligen,55,55,6.890909090909091,NA,16,NA,10,Swedish,387670
rulla,12,12,7,NA,NA,3,5,Swedish,387670
stackars,47,47,3.7872340425531914,1,1,31,8,Swedish,387670
turtle+boll-en,3,3,5,NA,3,NA,14,Swedish,387670
pippi-s,33,33,5.818181818181818,NA,NA,6,7,Swedish,387670
pippe,1,1,8,NA,NA,NA,5,Swedish,387670
emil,53,53,5.415094339622642,3,17,9,4,Swedish,387670
bada-de,17,17,7.117647058823529,NA,7,1,7,Swedish,387670
plaska-r,4,4,3.75,1,1,1,8,Swedish,387670
gummi+båt,1,1,7,NA,1,NA,9,Swedish,387670
mata-x,2,2,4.5,NA,NA,1,6,Swedish,387670
jätte+rol-i-t,7,7,5.714285714285714,NA,5,NA,13,Swedish,387670
buss,35,35,7.571428571428571,NA,20,NA,4,Swedish,387670
yvonne,2,2,7,NA,NA,1,6,Swedish,387670
brevid,35,35,8.771428571428572,NA,5,1,6,Swedish,387670
båt-ar,8,8,4.75,NA,5,NA,6,Swedish,387670
hav-et,21,21,9.095238095238095,NA,10,NA,6,Swedish,387670
bassäng-en,14,14,8.285714285714286,NA,9,1,10,Swedish,387670
mata,29,29,6.655172413793103,NA,1,NA,4,Swedish,387670
bar,12,12,9.333333333333334,NA,NA,1,3,Swedish,387670
förr-a,12,12,9.666666666666666,NA,NA,2,6,Swedish,387670
år-et,2,2,10,NA,NA,NA,5,Swedish,387670
spela-de,2,2,10.5,NA,1,NA,8,Swedish,387670
kök-et,21,21,8.19047619047619,NA,15,2,6,Swedish,387670
rumm-et,8,8,9.375,NA,2,NA,7,Swedish,387670
dansa-de,2,2,8,NA,1,NA,8,Swedish,387670
ofta,7,7,9.142857142857142,NA,2,NA,4,Swedish,387670
swimming+pool-en,1,1,11,NA,1,NA,16,Swedish,387670
sola-r,1,1,5,NA,NA,NA,6,Swedish,387670
hosta-r,2,2,5,NA,2,NA,7,Swedish,387670
klocka,13,13,4.461538461538462,1,8,1,6,Swedish,387670
lova-t,2,2,9,NA,NA,NA,6,Swedish,387670
rygg+säck,6,6,9,NA,4,NA,9,Swedish,387670
rygg+säck-en,6,6,6,NA,3,NA,12,Swedish,387670
höbi,1,1,1,1,NA,NA,4,Swedish,387670
katalog-en,3,3,3.6666666666666665,1,1,NA,10,Swedish,387670
ton,1,1,1,1,NA,NA,3,Swedish,387670
hotell-et,3,3,10.333333333333334,NA,NA,NA,9,Swedish,387670
shorts,5,5,7.2,1,2,1,6,Swedish,387670
lägen-het,2,2,5,NA,2,NA,9,Swedish,387670
rum,24,24,8.958333333333334,NA,12,NA,3,Swedish,387670
chaufför-en,14,14,7,NA,3,NA,11,Swedish,387670
buss-en,105,105,7.295238095238095,1,56,1,7,Swedish,387670
hjul-et,23,23,6.434782608695652,NA,8,1,7,Swedish,387670
fönster,22,22,6.5,1,10,1,7,Swedish,387670
svår,10,10,8.8,NA,4,NA,4,Swedish,387670
vält-er,18,18,8.333333333333334,NA,NA,4,7,Swedish,387670
kudde-n,4,4,6.75,NA,1,NA,7,Swedish,387670
flytta,33,33,7.424242424242424,NA,2,5,6,Swedish,387670
skylt-en,8,8,7.75,1,4,NA,8,Swedish,387670
sid-er-na,5,5,9.4,NA,3,NA,9,Swedish,387670
jaadå,1,1,1,1,NA,NA,5,Swedish,387670
napp-en,9,9,8,1,2,1,7,Swedish,387670
pappr-et,11,11,7.909090909090909,NA,4,NA,8,Swedish,387670
band,13,13,9.461538461538462,NA,5,NA,4,Swedish,387670
låna,80,80,6.8,NA,6,1,4,Swedish,387670
van-li-t,2,2,10.5,NA,1,NA,8,Swedish,387670
vik-er,9,9,5.333333333333333,NA,NA,2,6,Swedish,387670
tejp,17,17,5.176470588235294,2,6,NA,4,Swedish,387670
tejp-en,7,7,6.142857142857143,NA,2,NA,7,Swedish,387670
hjäl,2,2,6.5,NA,1,1,4,Swedish,387670
paket-et,28,28,7.392857142857143,NA,13,NA,8,Swedish,387670
paket-en,19,19,8.421052631578947,NA,10,NA,8,Swedish,387670
frankrike,1,1,2,NA,1,NA,9,Swedish,387670
h,13,13,8.538461538461538,NA,3,3,1,Swedish,387670
fra,1,1,8,NA,NA,NA,3,Swedish,387670
fabrik-en,2,2,8.5,NA,1,NA,9,Swedish,387670
pall,15,15,6.2,NA,10,NA,4,Swedish,387670
tvätt-en,2,2,7.5,NA,NA,NA,8,Swedish,387670
häst-ar-na,54,54,6.833333333333333,1,14,6,10,Swedish,387670
staket,17,17,9.352941176470589,1,6,NA,6,Swedish,387670
säl-en,4,4,6.75,NA,1,NA,6,Swedish,387670
giraff-er-na,2,2,7.5,NA,NA,1,12,Swedish,387670
näej,17,17,1.6470588235294117,14,NA,3,4,Swedish,387670
hicko,2,2,8,NA,NA,1,5,Swedish,387670
kalla-x,2,2,8,NA,NA,NA,7,Swedish,387670
förstod,4,4,7.25,NA,NA,NA,7,Swedish,387670
parasoll-en,1,1,10,NA,1,NA,11,Swedish,387670
parasoll,3,3,4.666666666666667,NA,1,NA,8,Swedish,387670
hö+lass,1,1,4,NA,1,NA,7,Swedish,387670
hö+lass-et,1,1,8,NA,NA,NA,10,Swedish,387670
fly,3,3,4.333333333333333,NA,1,1,3,Swedish,387670
knäppa,24,24,5.541666666666667,NA,4,4,6,Swedish,387670
hängsle,2,2,3.5,NA,NA,1,7,Swedish,387670
hoppla,2,2,2.5,NA,NA,2,6,Swedish,387670
hage-n,21,21,8.904761904761905,NA,11,NA,6,Swedish,387670
paraply-et,1,1,2,NA,NA,1,10,Swedish,387670
ungefär,11,11,8.181818181818182,NA,6,NA,7,Swedish,387670
indian-er,2,2,5,NA,1,NA,9,Swedish,387670
stor-t,28,28,6,NA,3,4,6,Swedish,387670
november,3,3,3,1,1,1,8,Swedish,387670
datum,3,3,6,NA,NA,NA,5,Swedish,387670
oktober,1,1,2,NA,NA,1,7,Swedish,387670
fre+da,8,8,8.375,NA,3,NA,6,Swedish,387670
nehej,8,8,1.625,7,NA,1,5,Swedish,387670
önska-t,1,1,12,NA,NA,NA,7,Swedish,387670
tårta-n,12,12,7.916666666666667,NA,8,1,7,Swedish,387670
ljus,28,28,7.25,1,11,1,4,Swedish,387670
bär,18,18,7.333333333333333,NA,5,1,3,Swedish,387670
napp,17,17,8.294117647058824,NA,10,NA,4,Swedish,387670
bada-x,6,6,9,NA,NA,NA,6,Swedish,387670
filma-t,2,2,8,NA,1,NA,7,Swedish,387670
sock-ar-na,1,1,13,NA,NA,NA,10,Swedish,387670
möbl-er,2,2,13,NA,NA,NA,7,Swedish,387670
tält,10,10,4.1,1,7,1,4,Swedish,387670
fåtölj,5,5,6.4,NA,2,NA,6,Swedish,387670
lek+back-ar,1,1,11,NA,NA,NA,11,Swedish,387670
tält-et,3,3,10.666666666666666,NA,2,NA,7,Swedish,387670
kryp-er,9,9,7.333333333333333,NA,1,NA,7,Swedish,387670
igenom,16,16,9.3125,NA,5,NA,6,Swedish,387670
tunnel-n,4,4,9,NA,2,NA,8,Swedish,387670
kasper+teater,1,1,7,NA,1,NA,13,Swedish,387670
bäbis+grej-er,1,1,5,NA,1,NA,13,Swedish,387670
käck-t,4,4,5.25,NA,3,NA,6,Swedish,387670
ord,2,2,9.5,NA,NA,NA,3,Swedish,387670
he,84,84,3.1785714285714284,20,37,12,2,Swedish,387670
skräp+påse,1,1,5,NA,1,NA,10,Swedish,387670
öppna-t,5,5,7.4,NA,NA,NA,7,Swedish,387670
riv-it,3,3,7.666666666666667,NA,NA,NA,6,Swedish,387670
minsann,9,9,7.888888888888889,NA,3,NA,7,Swedish,387670
jul+papper,1,1,5,NA,1,NA,10,Swedish,387670
fixa-r,2,2,8.5,NA,1,NA,6,Swedish,387670
hell-re,6,6,8,NA,1,NA,7,Swedish,387670
jul+klapp-s+papper,2,2,5.5,NA,1,1,18,Swedish,387670
orn-ing,2,2,6.5,NA,NA,NA,7,Swedish,387670
vät,1,1,2,NA,NA,1,3,Swedish,387670
spela-t,5,5,7.2,NA,NA,NA,7,Swedish,387670
medicin-en,3,3,8.666666666666666,NA,1,NA,10,Swedish,387670
hallon+sylt,4,4,7.25,1,2,NA,11,Swedish,387670
kaffe+kok-are-n,1,1,6,NA,NA,NA,15,Swedish,387670
låt-er,21,21,6.714285714285714,NA,3,NA,6,Swedish,387670
dropp-ar,2,2,6.5,NA,1,NA,8,Swedish,387670
ad+vitamin+dropp-ar,1,1,3,NA,1,NA,19,Swedish,387670
trilla-de,1,1,8,NA,NA,NA,9,Swedish,387670
dropp-ar-na,1,1,8,NA,NA,NA,11,Swedish,387670
drick,14,14,5.357142857142857,NA,3,7,5,Swedish,387670
hungr-i,15,15,5.666666666666667,NA,10,NA,7,Swedish,387670
mjöl,11,11,4.636363636363637,1,3,2,4,Swedish,387670
salt,8,8,5.25,NA,4,NA,4,Swedish,387670
fot+boll,4,4,6.5,NA,3,NA,8,Swedish,387670
sparka-r,18,18,7.611111111111111,1,1,3,8,Swedish,387670
mål,8,8,5.625,1,3,NA,3,Swedish,387670
noll,2,2,3,1,NA,NA,4,Swedish,387670
ballong,31,31,6.967741935483871,2,13,1,7,Swedish,387670
fot+boll-en,1,1,8,NA,NA,NA,11,Swedish,387670
ballong-er,14,14,5.785714285714286,NA,5,NA,10,Swedish,387670
ballong-er-na,6,6,7,NA,2,2,13,Swedish,387670
boll-ar,7,7,7.142857142857143,2,1,NA,7,Swedish,387670
ball,1,1,8,NA,NA,NA,4,Swedish,387670
nea,2,2,7,NA,NA,2,3,Swedish,387670
handla-de,7,7,8.285714285714286,NA,2,NA,9,Swedish,387670
handla-x,7,7,5.857142857142857,NA,1,1,8,Swedish,387670
djur+affär-en,3,3,13,NA,1,NA,13,Swedish,387670
hög-t,75,75,8.72,1,5,11,5,Swedish,387670
propeller-n,3,3,8,NA,NA,1,11,Swedish,387670
fiska-r,4,4,5.25,NA,2,2,7,Swedish,387670
tivoli,1,1,6,NA,1,NA,6,Swedish,387670
godis+bit,1,1,5,NA,1,NA,9,Swedish,387670
tag-et,4,4,7.5,NA,3,NA,6,Swedish,387670
plocka-t,6,6,10.5,NA,NA,NA,8,Swedish,387670
allesammans,2,2,7,NA,NA,1,11,Swedish,387670
mha,1,1,6,NA,NA,1,3,Swedish,387670
måschte,1,1,9,NA,NA,NA,7,Swedish,387670
ask-en,1,1,9,NA,NA,NA,6,Swedish,387670
jerry,6,6,4.166666666666667,NA,5,NA,5,Swedish,387670
måsch,1,1,6,NA,NA,NA,5,Swedish,387670
tand+borste,8,8,3.75,2,5,NA,11,Swedish,387670
skjölja,1,1,10,NA,NA,NA,7,Swedish,387670
tant,12,12,7.5,NA,5,NA,4,Swedish,387670
varandra,37,37,6.027027027027027,NA,28,NA,8,Swedish,387670
propeller,5,5,6.4,NA,2,NA,9,Swedish,387670
sommar-n,6,6,9.833333333333334,NA,2,NA,8,Swedish,387670
batteri,1,1,5,NA,1,NA,7,Swedish,387670
igång,4,4,7.5,NA,NA,NA,5,Swedish,387670
batteri-er,2,2,9,NA,1,NA,10,Swedish,387670
bad+strand-en,2,2,17.5,NA,1,NA,13,Swedish,387670
djup-are,1,1,4,NA,NA,NA,8,Swedish,387670
skön-t,36,36,8.722222222222221,NA,12,NA,6,Swedish,387670
plaska,4,4,9,NA,NA,NA,6,Swedish,387670
mor+mor-s,20,20,8.1,NA,NA,1,9,Swedish,387670
bad+bassäng-er,1,1,6,NA,1,NA,14,Swedish,387670
spann,11,11,10,NA,2,NA,5,Swedish,387670
träffa-t,6,6,7.166666666666667,NA,2,NA,8,Swedish,387670
utan+på,4,4,7,NA,2,NA,7,Swedish,387670
tand-en,1,1,5,NA,1,NA,7,Swedish,387670
härom+dan,2,2,5,1,NA,NA,9,Swedish,387670
beta-x,1,1,6,NA,NA,NA,6,Swedish,387670
runda-n,1,1,16,NA,NA,NA,7,Swedish,387670
kossa,29,29,4.689655172413793,2,13,4,5,Swedish,387670
väder+kvarn,13,13,3,3,9,NA,11,Swedish,387670
trä+gård,2,2,6,NA,2,NA,8,Swedish,387670
snurra-x,1,1,3,NA,NA,1,8,Swedish,387670
hilda-s,2,2,3,NA,1,NA,7,Swedish,387670
väder+kvarn-en,7,7,7.142857142857143,NA,2,1,14,Swedish,387670
still-a,7,7,7.571428571428571,NA,1,NA,7,Swedish,387670
snurra-t,3,3,8.333333333333334,1,NA,NA,8,Swedish,387670
fortsatt-e,1,1,15,NA,NA,NA,10,Swedish,387670
stanna-x,6,6,8.5,NA,NA,2,8,Swedish,387670
kjosk-en,1,1,15,NA,1,NA,8,Swedish,387670
mjuk+glass,1,1,6,NA,1,NA,10,Swedish,387670
p,16,16,7.75,NA,4,1,1,Swedish,387670
hals+tablett-er,4,4,4.75,1,2,1,15,Swedish,387670
cykla-x,1,1,16,NA,NA,NA,7,Swedish,387670
vidare,15,15,9,NA,8,NA,6,Swedish,387670
sist,12,12,11.25,NA,6,NA,4,Swedish,387670
rå+djur,6,6,8,NA,3,NA,7,Swedish,387670
sprang,49,49,8.020408163265307,NA,7,12,6,Swedish,387670
rå+djur-et,3,3,8.333333333333334,NA,1,NA,10,Swedish,387670
på+kör-t,1,1,7,NA,NA,NA,8,Swedish,387670
godis+ask-en,1,1,9,NA,NA,NA,12,Swedish,387670
tittut,68,68,2.014705882352941,47,12,5,6,Swedish,387670
is+björn-en,2,2,3.5,1,NA,NA,11,Swedish,387670
hals,9,9,7.555555555555555,NA,8,NA,4,Swedish,387670
träd,45,45,7.466666666666667,2,19,NA,4,Swedish,387670
johoo,1,1,1,1,NA,NA,5,Swedish,387670
far+bröd-er-na,3,3,11.666666666666666,NA,NA,NA,14,Swedish,387670
mjuk-t,8,8,9.75,NA,1,NA,6,Swedish,387670
nahähä,2,2,1,2,NA,NA,6,Swedish,387670
smuts,6,6,6.166666666666667,NA,4,NA,5,Swedish,387670
slog,51,51,6.098039215686274,NA,NA,9,4,Swedish,387670
morot,10,10,6.8,NA,6,NA,5,Swedish,387670
vante,8,8,6.625,NA,5,NA,5,Swedish,387670
exempel,12,12,8.166666666666666,NA,8,NA,7,Swedish,387670
ål,3,3,5,NA,1,1,2,Swedish,387670
fisk,70,70,6.7,1,37,1,4,Swedish,387670
typ,2,2,8,NA,NA,NA,3,Swedish,387670
hää,20,20,1.75,16,NA,4,3,Swedish,387670
abc+pussel,1,1,4,NA,1,NA,10,Swedish,387670
skratta-r,9,9,4.111111111111111,NA,2,1,9,Swedish,387670
micki,3,3,4.333333333333333,NA,3,NA,5,Swedish,387670
vante-n,1,1,1,1,NA,NA,7,Swedish,387670
ve-et,1,1,7,NA,NA,NA,5,Swedish,387670
örn-en,2,2,4.5,NA,1,NA,6,Swedish,387670
ess,3,3,2,2,1,NA,3,Swedish,387670
sk,9,9,7.777777777777778,NA,2,2,2,Swedish,387670
ce,2,2,3,NA,1,1,2,Swedish,387670
citron,3,3,1.6666666666666667,2,1,NA,6,Swedish,387670
apa,47,47,5.74468085106383,4,30,2,3,Swedish,387670
post-en,3,3,9.666666666666666,NA,3,NA,7,Swedish,387670
vår-an,20,20,8.3,NA,NA,2,6,Swedish,387670
brev+låda,1,1,7,NA,1,NA,9,Swedish,387670
segel+båt,5,5,5.8,1,1,1,9,Swedish,387670
ell,4,4,6.5,NA,2,NA,3,Swedish,387670
ell-et,2,2,5.5,NA,1,NA,6,Swedish,387670
bak+vän-t,1,1,12,NA,1,NA,9,Swedish,387670
jul+klapp,12,12,8.666666666666666,NA,6,NA,9,Swedish,387670
panter-n,1,1,7,NA,1,NA,8,Swedish,387670
likadan-a,14,14,7.428571428571429,NA,2,NA,9,Swedish,387670
lamp-er,2,2,10.5,NA,NA,NA,7,Swedish,387670
kå,6,6,9,NA,2,1,2,Swedish,387670
beige,1,1,14,NA,NA,NA,5,Swedish,387670
sand+färga-d,1,1,14,NA,1,NA,12,Swedish,387670
grå,6,6,5.166666666666667,1,2,NA,3,Swedish,387670
spräck-li,1,1,9,NA,NA,NA,9,Swedish,387670
zoo,4,4,6.75,1,2,NA,3,Swedish,387670
zäta,8,8,3.625,3,2,NA,4,Swedish,387670
staket+bit-ar,1,1,9,NA,NA,NA,13,Swedish,387670
vilk-a,14,14,6.071428571428571,NA,1,12,6,Swedish,387670
innan+för,7,7,7.857142857142857,NA,1,NA,9,Swedish,387670
ko,34,34,6.676470588235294,3,9,3,2,Swedish,387670
ko-n,12,12,6.5,NA,4,1,4,Swedish,387670
låssa-s,50,50,7.56,NA,8,2,7,Swedish,387670
kreta,42,42,6.928571428571429,1,26,1,5,Swedish,387670
kör-ande,2,2,7.5,NA,1,NA,8,Swedish,387670
rol-i-a,17,17,7,NA,6,NA,7,Swedish,387670
spel+dosa,5,5,6.2,NA,2,NA,9,Swedish,387670
prick-ar,32,32,6.28125,1,12,2,8,Swedish,387670
turtle+boll,1,1,3,NA,NA,1,11,Swedish,387670
nyckel+pig-er,1,1,11,NA,NA,NA,13,Swedish,387670
sparka-t,2,2,5.5,NA,NA,NA,8,Swedish,387670
rä,7,7,8.285714285714286,NA,2,NA,2,Swedish,387670
peng-ar-na,15,15,8.466666666666667,NA,5,1,10,Swedish,387670
niklas,16,16,6,2,5,2,6,Swedish,387670
robin,34,34,6.882352941176471,NA,18,1,5,Swedish,387670
tå,11,11,4.7272727272727275,2,3,1,2,Swedish,387670
hälsa-x,5,5,11,NA,NA,NA,7,Swedish,387670
puffa-x,1,1,8,NA,NA,NA,7,Swedish,387670
rök,10,10,7.6,NA,4,1,3,Swedish,387670
skorsten-en,3,3,10,NA,2,NA,11,Swedish,387670
trampe+bil,4,4,6.75,NA,3,NA,10,Swedish,387670
far+bro-n,36,36,7.555555555555555,2,7,5,9,Swedish,387670
passager-are,1,1,6,NA,NA,NA,12,Swedish,387670
kassa+apparat,1,1,2,NA,1,NA,13,Swedish,387670
önska,24,24,9.333333333333334,NA,NA,NA,5,Swedish,387670
födelse+dag-s+present,1,1,1,1,NA,NA,21,Swedish,387670
lång-t,55,55,7.036363636363636,NA,3,5,6,Swedish,387670
troll-en,4,4,10.75,NA,1,1,8,Swedish,387670
silke+papper,2,2,4,NA,1,1,12,Swedish,387670
lim,9,9,6,2,1,1,3,Swedish,387670
närm-re,8,8,9.625,NA,NA,NA,7,Swedish,387670
lör+dag-ar,3,3,6.333333333333333,NA,2,NA,10,Swedish,387670
flick-er,2,2,8.5,NA,NA,NA,8,Swedish,387670
rid+skola,1,1,6,NA,NA,NA,9,Swedish,387670
jacka,20,20,6.2,1,10,NA,5,Swedish,387670
skin-er,4,4,6.75,NA,2,NA,7,Swedish,387670
limma,3,3,8,NA,NA,NA,5,Swedish,387670
ris,9,9,7.666666666666667,1,5,NA,3,Swedish,387670
björk+ris,2,2,4,1,NA,NA,9,Swedish,387670
påsk+hare,1,1,1,1,NA,NA,9,Swedish,387670
påsk+hare-n,6,6,8,NA,2,1,11,Swedish,387670
påsk+ägg-et,1,1,6,NA,1,NA,11,Swedish,387670
natt-en,17,17,8.294117647058824,NA,11,NA,7,Swedish,387670
påska+egg,2,2,2,1,1,NA,9,Swedish,387670
jätte+försikt-i,1,1,13,NA,NA,NA,15,Swedish,387670
ens,6,6,10.5,NA,NA,NA,3,Swedish,387670
kork-en,2,2,9,NA,1,NA,7,Swedish,387670
väld-i,10,10,7.7,NA,NA,NA,6,Swedish,387670
gren-en,2,2,4.5,NA,1,NA,7,Swedish,387670
skan,1,1,17,NA,NA,NA,4,Swedish,387670
grann-a,2,2,14.5,NA,1,NA,7,Swedish,387670
satt-e,13,13,6.923076923076923,NA,NA,4,6,Swedish,387670
ända,30,30,7.233333333333333,NA,1,12,4,Swedish,387670
vek,1,1,5,NA,NA,1,3,Swedish,387670
stelna,1,1,7,NA,NA,NA,6,Swedish,387670
ähä,6,6,1,6,NA,NA,3,Swedish,387670
stelna-r,1,1,10,NA,NA,NA,8,Swedish,387670
gren,3,3,10.666666666666666,NA,NA,NA,4,Swedish,387670
zäta-t,2,2,5.5,NA,NA,1,6,Swedish,387670
börja-de,4,4,6.5,NA,1,NA,8,Swedish,387670
börja-x,5,5,8.2,NA,NA,1,7,Swedish,387670
kå-et,1,1,4,NA,1,NA,5,Swedish,387670
pe,4,4,6.5,NA,3,1,2,Swedish,387670
pirat,8,8,6,1,2,1,5,Swedish,387670
se-x,5,5,7,NA,NA,NA,4,Swedish,387670
orm,11,11,5.818181818181818,NA,9,NA,3,Swedish,387670
x,2,2,4,NA,1,1,1,Swedish,387670
xylofon,2,2,2.5,1,1,NA,7,Swedish,387670
instrument,2,2,3.5,NA,2,NA,10,Swedish,387670
piano,3,3,6.666666666666667,NA,2,NA,5,Swedish,387670
tulpan,1,1,4,NA,1,NA,6,Swedish,387670
vc,2,2,7.5,NA,1,1,2,Swedish,387670
toilett,8,8,8,NA,4,1,7,Swedish,387670
rita-x,2,2,7,NA,NA,1,6,Swedish,387670
fråga-n,3,3,7.333333333333333,NA,NA,NA,7,Swedish,387670
öh,5,5,7.2,1,NA,2,2,Swedish,387670
länges,1,1,9,NA,1,NA,6,Swedish,387670
sudda-r,2,2,8.5,NA,2,NA,7,Swedish,387670
svans,28,28,7.107142857142857,NA,14,NA,5,Swedish,387670
morr+hår,2,2,7,NA,NA,NA,8,Swedish,387670
inten,1,1,2,NA,NA,1,5,Swedish,387670
rol-i,34,34,5.911764705882353,NA,16,1,5,Swedish,387670
rol-i-are,7,7,7.857142857142857,NA,4,NA,9,Swedish,387670
såhåå,1,1,1,1,NA,NA,5,Swedish,387670
mast,1,1,9,NA,NA,NA,4,Swedish,387670
stag,4,4,6,NA,1,2,4,Swedish,387670
